aggregation_id	aggregation_label	member_name	member_acronym	member_id	member_country	source_url	source_pmid	quote	quote verified	confidence	include	remark
COHO:0000012	Atopic Dermatitis Research Network	ADRN Barrier/Immunoprofiling Exploratory Pilot Study	ADRN-04	new	United_States	https://clinicaltrials.gov/api/v2/studies?query.term=%22Atopic%20Dermatitis%20Research%20Network%22&pageSize=100&format=json		ADRN Barrier/Immunoprofiling Exploratory Pilot Study	yes	high	yes	Official registry query returned 11 ADRN protocols; NCT02115399; protocol ID DAIT ADRN-04.
COHO:0000017	Berlin-Frankfurt-Münster trials	ALL-BFM 81	ALL-BFM 81	new		https://www.nature.com/articles/leu2009257	PMID:20010625	ALL-BFM 81	yes	high	yes	Five consecutive ALL-BFM trials, 1981–2000; multicountry recruitment (Germany, Austria and Switzerland).
COHO:0000017	Berlin-Frankfurt-Münster trials	ALL-BFM 83	ALL-BFM 83	new		https://www.nature.com/articles/leu2009257	PMID:20010625	ALL-BFM 83	no	high	yes	Five consecutive ALL-BFM trials, 1981–2000; multicountry recruitment (Germany, Austria and Switzerland).
COHO:0000017	Berlin-Frankfurt-Münster trials	ALL-BFM 86	ALL-BFM 86	new		https://www.nature.com/articles/leu2009257	PMID:20010625	ALL-BFM 86	no	high	yes	Five consecutive ALL-BFM trials, 1981–2000; multicountry recruitment (Germany, Austria and Switzerland).
COHO:0000017	Berlin-Frankfurt-Münster trials	ALL-BFM 90	ALL-BFM 90	new		https://www.nature.com/articles/leu2009257	PMID:20010625	ALL-BFM 90	no	high	yes	Five consecutive ALL-BFM trials, 1981–2000; multicountry recruitment (Germany, Austria and Switzerland).
COHO:0000017	Berlin-Frankfurt-Münster trials	ALL-BFM 95	ALL-BFM 95	new		https://www.nature.com/articles/leu2009257	PMID:20010625	ALL-BFM 95	yes	high	yes	Five consecutive ALL-BFM trials, 1981–2000; multicountry recruitment (Germany, Austria and Switzerland).
COHO:0000020	Breast Cancer Association Consortium	Australian Breast Cancer Family Study	ABCFS	new	Australia	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Australian Breast Cancer Family Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Amsterdam Breast Cancer Study	ABCS	new	Netherlands	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Amsterdam Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Bavarian Breast Cancer Cases and Controls	BBCC	new	Germany	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Bavarian Breast Cancer Cases and Controls	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Breast Oncology Galicia Network	BREOGAN	new	Spain	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Breast Oncology Galicia Network	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	CECILE Breast cancer Study	CECILE	new	France	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	CECILE Breast cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Copenhagen General Population Study	CGPS	new	Denmark	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Copenhagen General Population Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Cancer Prevention Study II	CPSII	COHO:0000024	United_States	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Cancer Prevention Study II	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster. COHO's 1982 American Cancer Society cohort definition identifies CPS-II despite the shorter label.
COHO:0000020	Breast Cancer Association Consortium	ESTHER Breast Cancer Study	ESTHER	new	Germany	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	ESTHER Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Gene‐Environment Interaction and Breast Cancer in Germany	GENICA	new	Germany	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Gene‐Environment Interaction and Breast Cancer in Germany	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Kuopio Breast Cancer Project	KBCP	new	Finland	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Kuopio Breast Cancer Project	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Leuven Multidisciplinary Breast Centre	LMBC	new	Belgium	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Leuven Multidisciplinary Breast Centre	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Mammary Carcinoma Risk Factor Investigation	MARIE	new	Germany	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Mammary Carcinoma Risk Factor Investigation	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Mayo Clinic Breast Cancer Study	MCBCS	new	United_States	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Mayo Clinic Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Melbourne Collaborative Cohort Study	MCCS	new	Australia	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Melbourne Collaborative Cohort Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Montreal Gene‐Environment Breast Cancer Study	MTLGEBCS	new	Canada	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Montreal Gene‐Environment Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	NCI Polish Breast Cancer Study	PBCS	new	Poland	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	NCI Polish Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Karolinska Mammography Project for Risk Prediction of Breast Cancer‐prevalent cases	pKARMA	new	Sweden	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Karolinska Mammography Project for Risk Prediction of Breast Cancer‐prevalent cases	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Singapore and Sweden Breast Cancer Study	SASBAC	new	Sweden	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Singapore and Sweden Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Sheffield Breast Cancer Study	SBCS	new	United_Kingdom	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Sheffield Breast Cancer Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	Study of Epidemiology and Risk Factors in Cancer Heredity	SEARCH	new	United_Kingdom	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	Study of Epidemiology and Risk Factors in Cancer Heredity	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000020	Breast Cancer Association Consortium	UK Breakthrough Generations Study	UKBGS	new	United_Kingdom	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5601244/unicode	PMID:28670784	UK Breakthrough Generations Study	yes	medium	yes	Table 1: all 21 participating studies in this 2017 BCAC analysis; not a current consortium-wide roster.
COHO:0000022	Cancer and Leukemia Group B	CALGB 9130	CALGB 9130	new		https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9641080/unicode		CALGB 9130	yes	medium	yes	All six trials in Table 1 of this CALGB/Alliance pooled NSCLC analysis; scope is this analysis.
COHO:0000022	Cancer and Leukemia Group B	CALGB 9431	CALGB 9431	new		https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9641080/unicode		CALGB 9431	yes	medium	yes	All six trials in Table 1 of this CALGB/Alliance pooled NSCLC analysis; scope is this analysis.
COHO:0000022	Cancer and Leukemia Group B	CALGB 9534	CALGB 9534	new		https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9641080/unicode		CALGB 9534	yes	medium	yes	All six trials in Table 1 of this CALGB/Alliance pooled NSCLC analysis; scope is this analysis.
COHO:0000022	Cancer and Leukemia Group B	CALGB 30105	CALGB 30105	new		https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9641080/unicode		CALGB 30105	yes	medium	yes	All six trials in Table 1 of this CALGB/Alliance pooled NSCLC analysis; scope is this analysis.
COHO:0000022	Cancer and Leukemia Group B	CALGB 30106	CALGB 30106	new		https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9641080/unicode		CALGB 30106	yes	medium	yes	All six trials in Table 1 of this CALGB/Alliance pooled NSCLC analysis; scope is this analysis.
COHO:0000022	Cancer and Leukemia Group B	CALGB 39801	CALGB 39801	new		https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC9641080/unicode		CALGB 39801	yes	medium	yes	All six trials in Table 1 of this CALGB/Alliance pooled NSCLC analysis; scope is this analysis.
COHO:0000023	Cancer Genome Atlas	Acute Myeloid Leukemia		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Acute Myeloid Leukemia	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Adrenocortical Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Adrenocortical Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Bladder Urothelial Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Bladder Urothelial Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Breast Ductal Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Breast Ductal Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Breast Lobular Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Breast Lobular Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Cervical Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Cervical Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Cholangiocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Cholangiocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Colorectal Adenocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Colorectal Adenocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Esophageal Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Esophageal Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Gastric Adenocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Gastric Adenocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Glioblastoma Multiforme		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Glioblastoma Multiforme	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Head and Neck Squamous Cell Carcinoma		new (in new_cohorts_ega)		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Head and Neck Squamous Cell Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes. Missing table explicitly names TCGA-HNSC (head and neck cancer).
COHO:0000023	Cancer Genome Atlas	Hepatocellular Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Hepatocellular Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Chromophobe Renal Cell Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Chromophobe Renal Cell Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Clear Cell Renal Cell Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Clear Cell Renal Cell Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Papillary Renal Cell Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Papillary Renal Cell Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Lower Grade Glioma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Lower Grade Glioma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Lung Adenocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Lung Adenocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Lung Squamous Cell Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Lung Squamous Cell Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Mesothelioma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Mesothelioma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Ovarian Serous Adenocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Ovarian Serous Adenocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Pancreatic Ductal Adenocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Pancreatic Ductal Adenocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Paraganglioma & Pheochromocytoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Paraganglioma & Pheochromocytoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Prostate Adenocarcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Prostate Adenocarcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Sarcoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Sarcoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Skin Cutaneous Melanoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Skin Cutaneous Melanoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Testicular Germ Cell Cancer		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Testicular Germ Cell Cancer	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Thymoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Thymoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Thyroid Papillary Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Thyroid Papillary Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Uterine Carcinosarcoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Uterine Carcinosarcoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Uterine Corpus Endometrioid Carcinoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Uterine Corpus Endometrioid Carcinoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000023	Cancer Genome Atlas	Uveal Melanoma		new		https://www.cancer.gov/ccg/research/genome-sequencing/tcga/studied-cancers		Uveal Melanoma	yes	high	yes	Tumour-type participant collection named in NCI's TCGA 'Cancers Selected for Study' table; table uses histology groupings rather than all 33 project codes.
COHO:0000026	Candesartan in Heart failure Assessment of Reduction in Mortality and morbidity	CHARM Alternative	CHARM Alternative	new		https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ACHARM%20AND%20TITLE%3Aprogramme%20AND%20TITLE%3Abaseline&format=json&resultType=core&pageSize=5	PMID:12798823	CHARM Alternative	yes	high	yes	Three component trials explicitly named in the CHARM baseline/design report.
COHO:0000026	Candesartan in Heart failure Assessment of Reduction in Mortality and morbidity	CHARM Added	CHARM Added	new		https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ACHARM%20AND%20TITLE%3Aprogramme%20AND%20TITLE%3Abaseline&format=json&resultType=core&pageSize=5	PMID:12798823	CHARM Added	yes	high	yes	Three component trials explicitly named in the CHARM baseline/design report.
COHO:0000026	Candesartan in Heart failure Assessment of Reduction in Mortality and morbidity	CHARM Preserved	CHARM Preserved	new		https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3ACHARM%20AND%20TITLE%3Aprogramme%20AND%20TITLE%3Abaseline&format=json&resultType=core&pageSize=5	PMID:12798823	CHARM Preserved	yes	high	yes	Three component trials explicitly named in the CHARM baseline/design report.
COHO:0000029	CARDIoGRAMplusC4D	Atherosclerotic Disease, VAscular FuNction, & GenetiC Epidemiology study	ADVANCE	new	United_States	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2480/MediaObjects/41588_2013_BFng2480_MOESM9_ESM.pdf	PMID:23202125	ADVANCE	yes	medium	yes	Supplementary Tables 2a–2b, stages 2–3; combined case/control cohorts separated, EGCUT/PROMIS genotyping partitions merged. Stage 1 CARDIoGRAM is only cited as an aggregate.
COHO:0000029	CARDIoGRAMplusC4D	The Academic Medical Center Amsterdam Premature Atherosclerosis Study	AMC-PAS	new	Netherlands	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2480/MediaObjects/41588_2013_BFng2480_MOESM9_ESM.pdf	PMID:23202125	AMC-PAS	yes	medium	yes	Supplementary Tables 2a–2b, stages 2–3; combined case/control cohorts separated, EGCUT/PROMIS genotyping partitions merged. Stage 1 CARDIoGRAM is only cited as an aggregate. AMC-PAS is erroneously also a synonym of COHO:0000016 (ALSPAC); disease/population differs, so no match.
