COHO ID	label	curation status	PGS subset	PGS cohort id	placed by	PGS cohort name	PMID	DOI	title	PGP id	roles
COHO:0000010	AtheroExpress	curated		AEGS1	name (the Catalog id)	AtheroExpress	PMID:33788949	10.1210/clinem/dgab215	A Polygenic Risk Score to Predict Future Adult Short Stature Among Children.	PGP000163	development of PGS000758 from the samples of GCST002647
COHO:0000010	AtheroExpress	curated		AEGS1	name (the Catalog id)	AtheroExpress	PMID:34887591		The power of genetic diversity in genome-wide association studies of lipids.		source GWAS a GWAS of PGS005170; source GWAS GCST90239652 of PGS005170
COHO:0000010	AtheroExpress	curated		AEGS1	name (the Catalog id)	AtheroExpress	PMID:36224396	10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height.	PGP000382	development of PGS002802 from the samples of a GWAS; development of PGS002804 from the samples of a GWAS
COHO:0000010	AtheroExpress	curated		AEGS1	name (the Catalog id)	AtheroExpress	PMID:40042447	10.1002/alz.70014	Polygenic score integrating neurodegenerative and vascular risk informs dementia risk stratification.	PGP000718	development of PGS005170 from the samples of a GWAS; development of PGS005170 from the samples of GCST90239652
COHO:0000010	AtheroExpress	curated		AEGS1	name (the Catalog id)	AtheroExpress	PMID:40691366	10.1038/s41591-025-03827-z	Polygenic prediction of body mass index and obesity through the life course and across ancestries.	PGP000724	development of PGS005198 from the samples of a GWAS; development of PGS005199 from the samples of a GWAS; development of PGS005203 from the samples of a GWAS
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study		10.1101/2025.10.20.25338060			source GWAS a GWAS of PGS005389; source GWAS a GWAS of PGS005390; source GWAS a GWAS of PGS005391
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study		10.2337/db16-1253			source GWAS GCST004773 of PGS001357
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study		35551307, 32541925			source GWAS a GWAS of PGS005353; source GWAS a GWAS of PGS005358; source GWAS a GWAS of PGS005363; source GWAS a GWAS of PGS005368; source GWAS a GWAS of PGS005373
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:20686565		Biological, clinical and population relevance of 95 loci for blood lipids.		source GWAS GCST000759 of PGS000814; source GWAS GCST000759 of PGS003405
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:20935630		Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.		source GWAS GCST000830 of PGS000770; source GWAS GCST000830 of PGS004864
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:21966275		Large-scale gene-centric analysis identifies novel variants for coronary artery disease.		source GWAS a GWAS of PGS000011
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:22581228		A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.		source GWAS GCST005185 of PGS000877
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:22885922		Large-scale association analysis provides insights into the genetic architecture and pathophysiology of type 2 diabetes.		source GWAS GCST005047 of PGS000020
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:22982992		FTO genotype is associated with phenotypic variability of body mass index.		source GWAS GCST001676 of PGS000770; source GWAS GCST001676 of PGS004864
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:23433573	10.1016/s0140-6736(12)62127-8	Use of low-density lipoprotein cholesterol gene score to distinguish patients with polygenic and monogenic familial hypercholesterolaemia: a case-control study.	PGP000200	development of PGS000814 from the samples of GCST000759
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:23563607		Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.		source GWAS GCST001955 of PGS000770; source GWAS GCST001955 of PGS004864
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:23583978		A meta-analysis identifies new loci associated with body mass index in individuals of African ancestry.		source GWAS GCST001967 of PGS000770; source GWAS GCST001967 of PGS004864
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:23650146		A genome-wide association study for venous thromboembolism: the extended cohorts for heart and aging research in genomic epidemiology (CHARGE) consortium.		source GWAS GCST002012 of PGS002235
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:24097068		Discovery and refinement of loci associated with lipid levels.		source GWAS GCST002223 of PGS000825; source GWAS GCST002216 of PGS000826; source GWAS GCST002223 of PGS000831; source GWAS GCST002216 of PGS000831; source GWAS GCST002222 of PGS000875; source GWAS GCST002223 of PGS000877; source GWAS GCST002216 of PGS000877
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:24952745		Genetic association study of QT interval highlights role for calcium signaling pathways in myocardial repolarization.		source GWAS GCST002500 of PGS000768
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:25673412		New genetic loci link adipose and insulin biology to body fat distribution.		source GWAS GCST004065 of PGS000827; source GWAS GCST004065 of PGS000828
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:25673413		Genetic studies of body mass index yield new insights for obesity biology.		source GWAS GCST002783 of PGS004864
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:25772935		Meta-analysis of 65,734 individuals identifies TSPAN15 and SLC44A2 as two susceptibility loci for venous thromboembolism.		source GWAS GCST002808 of PGS002235; source GWAS GCST002808 of PGS002794
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:26343387		A comprehensive 1,000 Genomes-based genome-wide association meta-analysis of coronary artery disease.		source GWAS GCST003116 of PGS000013; source GWAS GCST003116 of PGS000018; source GWAS GCST003116 of PGS000019; source GWAS GCST003116 of PGS000058; source GWAS GCST003116 of PGS000059; source GWAS GCST003116 of PGS000116; source GWAS GCST003116 of PGS000117; source GWAS GCST003116 of PGS000296; source GWAS GCST003116 of PGS000337; source GWAS GCST003116 of PGS000349; source GWAS GCST003116 of PGS000746; source GWAS GCST003116 of PGS000747; source GWAS GCST003116 of PGS000748; source GWAS GCST003116 of PGS000749; source GWAS GCST003116 of PGS000899; source GWAS GCST003116 of PGS001780; source GWAS GCST003116 of PGS002244; source GWAS GCST003116 of PGS002259; source GWAS GCST003116 of PGS002775; source GWAS GCST003116 of PGS002776; and 1 more
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:26392438	10.1093/eurheartj/ehv462	Risk prediction by genetic risk scores for coronary heart disease is independent of self-reported family history.	PGP000004	development of PGS000011 from the samples of a GWAS
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:27089181		Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses.		source GWAS GCST003766 of PGS000767
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:27513194	10.1038/gim.2016.103	Personalized risk prediction for type 2 diabetes: the potential of genetic risk scores.	PGP000010	development of PGS000020 from the samples of GCST005047
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:27659466		52 Genetic Loci Influencing Myocardial Mass.		source GWAS GCST003844 of PGS000736
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:27841877	10.1038/ng.3714	Integrative genomic analysis implicates limited peripheral adipose storage capacity in the pathogenesis of human insulin resistance.	PGP000223	development of PGS000877 from the samples of GCST002223; development of PGS000877 from the samples of GCST002216; development of PGS000877 from the samples of GCST005185
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:27959714	10.1056/NEJMoa1605086	Genetic Risk, Adherence to a Healthy Lifestyle, and Coronary Disease.	PGP000076	evaluation of PGS000011 on PSS000283 (PPM000494)
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:28456682	10.1016/j.jacl.2017.03.019	Polygenic risk score predicts prevalence of cardiovascular disease in patients with familial hypercholesterolemia.	PGP000009	development of PGS000019 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:28530674		Fifteen new risk loci for coronary artery disease highlight arterial-wall-specific mechanisms.		source GWAS a GWAS of PGS000899
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:28566273		An Expanded Genome-Wide Association Study of Type 2 Diabetes in Europeans.		source GWAS GCST004773 of PGS000871
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:28898252	10.1371/journal.pmed.1002383	Impact of common genetic determinants of Hemoglobin A1c on type 2 diabetes risk and diagnosis in ancestrally diverse populations: A transethnic genome-wide meta-analysis.	PGP000064	evaluation of PGS000127 on PSS000236 (PPM000407); evaluation of PGS000128 on PSS000234 (PPM000408); evaluation of PGS000130 on PSS000236 (PPM000410); evaluation of PGS000131 on PSS000234 (PPM000411)
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:29273806		Multiancestry association study identifies new asthma risk loci that colocalize with immune-cell enhancer marks.		source GWAS GCST005212 of PGS000799
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:30104762	10.1038/s41588-018-0183-z	Genome-wide polygenic scores for common diseases identify individuals with risk equivalent to monogenic mutations.	PGP000006	development of PGS000013 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:30185664	10.1172/jci.insight.122011	Polygenic risk score for predicting weight loss after bariatric surgery.	PGP000611	development of PGS004864 from the samples of GCST001676; development of PGS004864 from the samples of GCST002783; development of PGS004864 from the samples of GCST000830; development of PGS004864 from the samples of GCST001955; development of PGS004864 from the samples of GCST001967
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:30262460	10.2337/dc18-0709	Genetic Tools for Coronary Risk Assessment in Type 2 Diabetes: A Cohort Study From the ACCORD Clinical Trial.	PGP000043	development of PGS000058 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:30309464	10.1016/j.jacc.2018.07.079	Genomic Risk Prediction of Coronary Artery Disease in 480,000 Adults: Implications for Primary Prevention.	PGP000007	development of PGS000018 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:30354305	10.1161/CIRCGEN.118.002324	Coronary Heart Disease Genetic Risk Score Predicts Cardiovascular Disease Risk in Men, Not Women.	PGP000044	development of PGS000059 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31048771	10.1038/s41598-019-43058-0	Genetic Predisposition Impacts Clinical Changes in a Lifestyle Coaching Program.	PGP000210	development of PGS000825 from the samples of GCST002223; development of PGS000826 from the samples of GCST002216; development of PGS000827 from the samples of GCST004065; development of PGS000828 from the samples of GCST004065; development of PGS000831 from the samples of GCST002223; development of PGS000831 from the samples of GCST002216
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31145937	10.1016/j.jaci.2019.05.017	Genetic risk scores do not improve asthma prediction in childhood.	PGP000189	development of PGS000799 from the samples of GCST005212
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31152163		A catalog of genetic loci associated with kidney function from analyses of a million individuals.		source GWAS GCST008058 of PGS000664
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31504448	10.1093/eurheartj/ehz435	Predicting cardiac electrical response to sodium-channel blockade and Brugada syndrome using polygenic risk scores.	PGP000144	development of PGS000736 from the samples of GCST003844
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31511532	10.1038/s41467-019-11576-0	Genome-wide association meta-analyses and fine-mapping elucidate pathways influencing albuminuria.	PGP000206	development of PGS000822 from the samples of GCST008790; source GWAS GCST008790 of PGS000822; source GWAS GCST008790 of PGS000861
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31537779	10.1038/s41398-019-0566-7	Depression genetic risk score is associated with anhedonia-related markers across units of analysis.	PGP000174	development of PGS000767 from the samples of GCST003766
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31649740	10.3389/fgene.2019.00994	The Challenge of Stratifying Obesity: Attempts in the Quebec Family Study.	PGP000177	development of PGS000770 from the samples of GCST000830; development of PGS000770 from the samples of GCST001676; development of PGS000770 from the samples of GCST001955; development of PGS000770 from the samples of GCST001967
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:31697830	10.1210/clinem/dgz102	Genetic Modifiers of Cystic Fibrosis-Related Diabetes Have Extensive Overlap With Type 2 Diabetes and Related Traits.	PGP000214	development of PGS000871 from the samples of GCST004773
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32068817	10.1001/jama.2019.21782	Predictive Accuracy of a Polygenic Risk Score Compared With a Clinical Risk Score for Incident Coronary Heart Disease.	PGP000129	evaluation of PGS000013 on PSS000839 (PPM001617); evaluation of PGS000013 on PSS000837 (PPM001618); evaluation of PGS000013 on PSS000837 (PPM001620); evaluation of PGS000013 on PSS000837 (PPM001622)
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32068818	10.1001/jama.2019.22241	Predictive Accuracy of a Polygenic Risk Score-Enhanced Prediction Model vs a Clinical Risk Score for Coronary Artery Disease.	PGP000054	development of PGS000116 from the samples of GCST003116; development of PGS000117 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32307928	10.1002/mgg3.1248	A polygenic biomarker to identify patients with severe hypercholesterolemia of polygenic origin.	PGP000221	development of PGS000875 from the samples of GCST002222
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32429735	10.1161/circulationaha.120.045956	Transethnic Genome-Wide Association Study Provides Insights in the Genetic Architecture and Heritability of Long QT Syndrome.	PGP000175	development of PGS000768 from the samples of GCST002500
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32439900	10.1038/s41467-020-15706-x	Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.	PGP000236	development of PGS000904 from the samples of GCST010320; source GWAS GCST010320 of PGS000904; development of PGS000905 from the samples of GCST010321; source GWAS GCST010321 of PGS000905
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32762905	10.1016/j.jacc.2020.06.024	Validation of a Genome-Wide Polygenic Score for Coronary Artery Disease in South Asians.	PGP000090	development of PGS000296 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:32912153	10.1186/s12881-020-01113-y	Risk prediction for coronary heart disease by a genetic risk score - results from the Heinz Nixdorf Recall study.	PGP000114	development of PGS000349 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33020668	10.1038/s41588-020-0705-3	Population-specific and trans-ancestry genome-wide analyses identify distinct and shared genetic risk loci for coronary artery disease.	PGP000104	development of PGS000337 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33137338	10.1016/j.kint.2020.09.030	Meta-analysis uncovers genome-wide significant variants for rapid kidney function decline.	PGP000124	development of PGS000664 from the samples of a GWAS; source GWAS a GWAS of PGS000664; development of PGS000664 from the samples of GCST008058
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33170024	10.1161/circgen.120.002932	Population Bias in Polygenic Risk Prediction Models for Coronary Artery Disease.	PGP000152	development of PGS000746 from the samples of GCST003116; development of PGS000747 from the samples of GCST003116; development of PGS000748 from the samples of GCST003116; development of PGS000749 from the samples of GCST003116
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33310085	10.1053/j.gastro.2020.12.011	Association of Genetic Variation With Cirrhosis: A Multi-Trait Genome-Wide Association and Gene-Environment Interaction Study.	PGP000136	development of PGS000726 from the samples of a GWAS; source GWAS a GWAS of PGS000726
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33332181	10.1161/circgen.120.003147	Sexual Differences in Genetic Predisposition of Coronary Artery Disease.	PGP000654	training samples of PGS004921
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33433237	10.1161/circgen.120.003128	Interactions Between Enhanced Polygenic Risk Scores and Lifestyle for Cardiovascular Disease, Diabetes, and Lipid Levels.	PGP000252	development of PGS001357 from the samples of GCST004773
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:33844929	10.1161/circgen.120.003201	Heterogeneity of the Predictive Polygenic Risk Scores for Coronary Heart Disease Age-at-Onset in Three Different Coronary Heart Disease Family-Based Ascertainments.	PGP000232	development of PGS000899 from the samples of GCST003116; development of PGS000899 from the samples of a GWAS
COHO:0000011	Atherosclerosis Risk in Communities Study	curated		ARIC	name (the Catalog id)	Atherosclerosis Risk in Communities Study	PMID:34031205	10.1212/wnl.0000000000012263	Development and Validation of a Polygenic Risk Score for Stroke in the Chinese Population.	PGP000285	development of PGS002259 from the samples of GCST003116
