catalogue id	name	COHO ID	decision	xref	website	note
EDEN	Study on the pre and early postnatal determinants of child health and development	COHO:0000252	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EDEN	http://eden.vjf.inserm.fr/en/	Global Exposome Cohort Catalogue entry EDEN (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/EDEN), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
ELFE	"Etude Longitudinale Française depuis l'Enfance""  (French longitudinal study of children)"	COHO:0002602	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELFE	https://www.elfe-france.fr/en/	Global Exposome Cohort Catalogue entry ELFE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ELFE), checked against its sources on 2026-09-25. France's national birth cohort of 2011; not in COHO (suggested matches are unrelated French 'Etude ...' studies). Label as the cohort's website gives it, with the accent; the cohort profile's unaccented spelling, its English glosses and the catalogue's English gloss ('French longitudinal study of children', also the website's page title with different capitalisation) are synonyms. The catalogue's name field carries a stray double quote, not kept. 'Elfe' is the spelling the website and later papers use, kept as a case-variant acronym. The pilot cohort of 2007 is not part of this term.
ENVIRONAGE	ENVIRonmental influence ON early AGEing	COHO:0002603	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ENVIRONAGE	https://limburgsgeboortecohort.be/	Global Exposome Cohort Catalogue entry ENVIRONAGE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/ENVIRONAGE), checked against its sources on 2026-09-25. A single-hospital birth cohort in Limburg, Belgium, run by Hasselt University; not in COHO (suggested matches are unrelated ageing studies). Label as in the cohort profile's title, whose capitals spell out the acronym; papers also expand it as 'Environmental Influence on Early Aging' and 'Environmental Influence on Ageing in Early Life', and the website calls it 'Limburgs Geboortecohort'; all kept as synonyms. The design paper's full text was requested but only its title was retrieved; the definition rests on two open-access papers and the website. Could not read: PMID:28089960 full text (cohort profile; only its title was retrieved).
HPV	HPV vaccination cohort	COHO:0002604	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HPV	https://projects.tuni.fi/hpv-rokotiitus/	Global Exposome Cohort Catalogue entry HPV (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HPV), checked against its sources on 2026-09-25. The catalogue entry is the Finnish community-randomised HPV vaccination trial of 2007-2009 (its description, start year and website), a defined group of trial participants, so a cohort; not in COHO. The trial has no proper name: the catalogue calls it 'HPV vaccination cohort', its website 'HPV-Rokotiitus', and the HEAP paper HPV-KITE 'the Finnish HPV vaccination cohort', used here as the label; the curator may prefer another. The catalogue acronym 'HPV' is kept as an acronym as the rules require although it is the virus's abbreviation. Several of the catalogue's publications (the 2006 enrolment papers and the ten-year follow-up, PMID:28821519) are about different, earlier Finnish cohorts (PATRICIA and HPV-012 trial participants and an unvaccinated cohort enrolled 2003-2005) and are not part of this term. The example quote from HPV-KITE names the cohort without describing it; its identity rests on the paper's citation of the community-vaccination study. Could not read: PMID:25593103 full text (closed; abstract read).
INMA	INfancia y Medio Ambiente [Environment and Childhood] Project	COHO:0000100	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/INMA	https://www.proyectoinma.org	Global Exposome Cohort Catalogue entry INMA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/INMA), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
KORA	KORA - Cooperative Health Research in the Region Augsburg	COHO:0000045	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/KORA	https://www.helmholtz-munich.de/en/epi/cohort/kora	Global Exposome Cohort Catalogue entry KORA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/KORA), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
LL	Lifelines	COHO:0000108	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LL		Global Exposome Cohort Catalogue entry LL (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LL), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
LSC	TirolGESUND Lifestyle Atlas		unresolved		https://eutops.github.io/lifestyle-atlas/	Global Exposome Cohort Catalogue entry LSC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/LSC), checked against its sources on 2026-09-25. TirolGESUND (official title 'TirolGESUND: General Exercise, Smoking Undone, and Nutrition Diet', NCT05678426, ISRCTN15374182; the catalogue's external id 20210420-2560 is the Innsbruck hospital study-register number) is a 2021-2022 single-site intervention study of 156 Tyrolean women (intermittent fasting arm, smoking cessation arm) at the EUTOPS Institute, Hall in Tirol / University of Innsbruck; the 'Lifestyle Atlas' is its multi-omic data portal, so the catalogue's name is the resource, not the study. A trial's participants are a cohort. Not in COHO. The example is a bioRxiv preprint with no PMID (no journal version found in Europe PMC). The country quote only places the coordinating institute in Austria; the ClinicalTrials.gov record (structured field, not quotable prose) gives the site as Hall in Tirol, Austria, and the title says 'Healthy Female Tyrolean Volunteers'. ACRONYM CLASH: the catalogue id LSC is also the acronym of the Lovelace Smokers Cohort (COHO:0002019); both terms need the editor note. Label choice ('TirolGESUND study', as the preprint calls it) is for the curator; the formal title is given as a synonym. Not minted on 2026-09-25: no paper with a PMID that used the cohort (its example is a preprint); the record above is kept for when one appears.
MoBa	The Norwegian Mother, Father and Child Cohort Study	COHO:0000131	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MoBa	https://www.fhi.no/en/studies/moba/	Global Exposome Cohort Catalogue entry MoBa (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MoBa), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
NINFEA	Nascita ed INFanzia: gli Effetti dell'Ambiente	COHO:0002605	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NINFEA	https://www.progettoninfea.it/index_en	Global Exposome Cohort Catalogue entry NINFEA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NINFEA), checked against its sources on 2026-09-25. NINFEA is the Italian web-based mother-child cohort run from Turin (University of Turin / Città della Salute), recruiting 2005-2016. Not in COHO; the resemblance to INMA (COHO:0000100) is only lexical. The papers spell the name 'Nascita e INFanzia gli Effetti dell’Ambiente' (capitals show how NINFEA is formed) and the catalogue description uses 'Nascita e Infanzia: gli Effetti dell’Ambiente'; the catalogue's name has 'ed'. All variants kept as synonyms. Recruitment end 2016 is from the catalogue record only.
PANIC	Physical Activity and Nutrition In Children	COHO:0000140	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PANIC	https://www.panicstudy.fi/	Global Exposome Cohort Catalogue entry PANIC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PANIC), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
PIAMA	Prevention and Incidence of Asthma and Mite Allergy	COHO:0000324	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PIAMA	https://piama.iras.uu.nl	Global Exposome Cohort Catalogue entry PIAMA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PIAMA), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
RHEA	RHEA - Mother Child Cohort in Crete, Greece	COHO:0002606	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RHEA	http://www.rhea.gr/	Global Exposome Cohort Catalogue entry RHEA (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RHEA), checked against its sources on 2026-09-25. Rhea is the Heraklion (Crete) pregnancy/birth cohort of the University of Crete, recruiting 2007-2008. Not in COHO; the resemblances offered (MoBa, CHILD, Drakenstein, HELIC, NCDS, Entebbe) are only lexical. Rhea is one of the six cohorts from which the HELIX subcohort (COHO:0000827, typed cohort) was drawn; that makes HELIX a possible sub-cohort of Rhea and others, not a parent of Rhea, so no parent is given. Label 'Rhea Study' follows the cohort profile's title; 'Mother-Child Cohort in Crete, Greece' is the descriptive name. 'Rhea' is a name, not an abbreviation, but RHEA is the catalogue's tag so it is listed as an acronym. The definition is from the OA papers; the cohort profile (requested) should be read before minting to confirm the follow-up and aims. Could not read: PMID:29040580.
RS1	Rotterdam Study, first cohort	COHO:0000544	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RS1	https://www.ergo-onderzoek.nl/	Global Exposome Cohort Catalogue entry RS1 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RS1), checked against its sources on 2026-09-25. The catalogue's 'Rotterdam Study, first cohort' is RS-I, the original 1990 Ommoord cohort, which COHO already has as Rotterdam Study I (COHO:0000544, acronyms RSI and RS-I). The catalogue's start year 1989 is the pilot phase: 'RS-I-1 refers to the baseline examination of the original cohort (pilot phase 07/1989–12/1989; cohort recruitment 01/1990–09/1993).' (PMC7250962). The design paper glosses it 'RS-I, first cohort of the Rotterdam Study'. Names to add: the catalogue id RS1, the catalogue's acronym field 'Rotterdam Study first cohort' (really a name; listed under acronyms because the catalogue tags it as the acronym, the curator may prefer it as a plain synonym), and the catalogue's name. COHO:0000544 already has isSubCohortOf COHO:0000148.
RS2	Rotterdam Study, second cohort	COHO:0000888	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RS2	https://www.ergo-onderzoek.nl/	Global Exposome Cohort Catalogue entry RS2 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RS2), checked against its sources on 2026-09-25. The catalogue's 'Rotterdam Study, second cohort' (start 2000) is RS-II, the 2000 extension of Ommoord residents who had turned 55 or moved into the district, which COHO already has as Rotterdam Study II (COHO:0000888, acronyms RSII and RS-II). Design paper: 'In 2000, 3011 participants (out of 4472 invitees) who had become 55 years of age or moved into the study district since the start of the study were added to the cohort.' and 'RS-II, second cohort of the Rotterdam Study' (PMC7250962). Names to add: the catalogue id RS2, the catalogue's acronym field 'Rotterdam Study second cohort' (really a name; under acronyms because the catalogue tags it so) and the catalogue's name. COHO:0000888 already has isSubCohortOf COHO:0000148.
RS3	Rotterdam Study, third cohort	COHO:0002607	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RS3	https://www.ergo-onderzoek.nl/	Global Exposome Cohort Catalogue entry RS3 (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/RS3), checked against its sources on 2026-09-25. The catalogue's 'Rotterdam Study, third cohort' is RS-III, the separately recruited 2006-2008 extension of Ommoord residents aged 45 and over (design paper: 'In 2006, a further extension of the cohort was initiated in which 3932 subjects were included, aged 45–54 years, out of 6057 invited, living in the Ommoord district.'). COHO has the Rotterdam Study (COHO:0000148) and its first two cohorts (COHO:0000544, COHO:0000888) but not the third, so this is a new sub-cohort, labelled to match the existing two. aggregation_members already has 'Rotterdam Study III' as a member name mapped to COHO:0000148 (rows for COHO:0000102 IHGC and COHO:0000398); those memberships could move to the new term. The country quote is the whole study's; RS-III participants live in the same Ommoord district (PMID:31638273: 'The third cohort includes inhabitants of the municipality of Ommoord, Rotterdam aged >45 years, and was recruited between 2006 and 2008.'). The fourth cohort (RS-IV) is not in this catalogue.
Sepages	Suivi de l'Exposition à la Pollution Atmosphérique et Effet sur la santé	COHO:0002608	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Sepages	https://cohorte-sepages.fr/en	Global Exposome Cohort Catalogue entry Sepages (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/Sepages), checked against its sources on 2026-09-25. SEPAGES is the Grenoble couple-child exposome cohort (recruitment 2014-2017). Not in COHO. The design paper gives the full name as 'Suivi de l’Exposition à la Pollution Atmosphérique durant la Grossesse et Effets sur la Santé' ('Assessment of air pollution exposure during pregnancy and effect on health in English'), used as the label (straight apostrophe; the paper's curly-apostrophe form is kept as a synonym); the catalogue's local name drops 'durant la Grossesse' and is kept as a synonym. The catalogue id 'Sepages' is a case variant of SEPAGES and is kept.
HAPIEE	Health, Alcohol, and Psychosocial factors In Eastern Europe (HAPIEE) study	COHO:0000265	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HAPIEE		Global Exposome Cohort Catalogue entry HAPIEE (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/HAPIEE), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
SYSDIMET	Health Grain intervention	COHO:0002609	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SYSDIMET		Global Exposome Cohort Catalogue entry SYSDIMET (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/SYSDIMET), checked against its sources on 2026-09-25. Sysdimet (NCT00573781, official title 'Systems Biology Approach to Understand Dietary Modulation of Gene Expression and Metabolic Pathways in Subjects With Abnormal Glucose Metabolism (Sysdimet)') is a University of Eastern Finland (Kuopio) dietary trial; recruitment and screening October 2007 - November 2008, interventions January 2008 - June 2009 (PMID:24587337), so the catalogue's 2007-2007 years are the start only. The catalogue's name 'Health Grain intervention' comes from its EU FP6 funder HEALTHGRAIN and is kept as a synonym. A trial's participants are a cohort. Not in COHO; the offered resemblances (VIP, VISP, Linxian, GINIplus, CATIE, ORIGIN) are lexical only. Label choice for the curator: the papers call it 'the Sysdimet study'; the ClinicalTrials.gov official title is given as a synonym.
GNC	GNC		unresolved			Global Exposome Cohort Catalogue entry GNC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GNC), checked against its sources on 2026-09-25. IDENTIFICATION IS INFERRED. The catalogue record is an empty stub (id and name 'GNC', type Cohort study, nothing else, also in the main MOLGENIS catalogue), but the catalogue places it in the EXPANSE network next to other German cohorts (SALIA, KORA, GINI, LISA), and 'GNC' is the standard English abbreviation of the German National Cohort / NAKO Gesundheitsstudie, e.g. 'The German National Cohort (GNC or NAKO Gesundheitsstudie) is so far the largest German health study.' (IUF Duesseldorf page, whose group runs SALIA, works in EXPANSE and runs a NAKO study centre). I found no text that lists NAKO as an EXPANSE cohort (the EXPANSE website did not respond). NAKO is not in COHO under any name. If the curator does not accept the inference, treat as unresolved. Recruitment start: the design paper says the pilot was in the 2nd half of 2013 and full-scale recruitment was planned for the beginning of 2014 (planned, not reported). Not minted on 2026-09-25: the catalogue record is empty and the identification as the German National Cohort rests on the id alone; the record above is kept for when one appears.
DWDC	DWDC		unresolved			Global Exposome Cohort Catalogue entry DWDC (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/DWDC), checked against its sources on 2026-09-25. IDENTIFICATION IS INFERRED. The catalogue record is an empty stub (id and name 'DWDC'), but the catalogue puts it in the EPHOR network (with CONSTANCES, STREAM, NBC1967-1976 and NWAC, the last evidently the Norwegian Working Age Cohort, so EPHOR stubs are named by initials), and the EPHOR cohort profile (OMega-X) lists exactly one matching cohort, the 'Danish Wood Dust Cohort, Denmark' (industry-based, 1665 men and 368 women, 88% participation, ethics from the Scientific Committee for Viborg and Northern Jutland; funders Danish Work Environment Foundation, Viborg County, Danish Medical Research Council, Health Insurance Fund, Danish Lung Association). Those funders and numbers match the Viborg County furniture-worker 'Wood study' of PMID:34087944 (study 1: 2032 woodworkers, 1664 men; study 2 in 2003/2004). OMega-X gives the period as 2003-2004 while its counts match the 1997-1998 baseline; the definition covers both rounds. The example paper does not use the name 'Danish Wood Dust Cohort'; OMega-X is the only text I found with the name. Not in COHO. OMega-X (EPHOR) is not in COHO either; if it is minted as an aggregation, this cohort would be a member with the quote above. Not minted on 2026-09-25: the catalogue record is empty and the identification as the Danish Wood Dust Cohort rests on the id and a network profile; the record above is kept for when one appears.
GECCO	Geoscience and health cohort consortium	COHO:0000610	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GECCO		Global Exposome Cohort Catalogue entry GECCO (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GECCO), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
MAT	Maternity cohort	COHO:0002610	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MAT	https://www.ppshp.fi/Tutkimus-ja-opetus/Biopankki/Pages/default.aspx	Global Exposome Cohort Catalogue entry MAT (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MAT), checked against its sources on 2026-09-25. The catalogue's 'Maternity cohort' (MAT) is the Finnish Maternity Cohort: its description names 'The Finnish Maternity Cohort (FMC) in Northern Finland Biobank Borealis'. No COHO term has the name, FMC or MAT. The catalogue types it a biobank, but it is a defined population (women pregnant in Finland since 1983, whose screening sera are stored), so a cohort. Label is the name the design paper uses; the catalogue's 'Maternity cohort' kept as a synonym. The HEAP wearable study (WDC, this check) was planned to monitor pregnant women from the FMC.
PONS	PONS	COHO:0002611	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PONS		Global Exposome Cohort Catalogue entry PONS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/PONS), checked against its sources on 2026-09-25. The catalogue gives only the id/name PONS and type 'Cohort study'. The only human cohort by that name in the literature is the Polish-Norwegian Study (PONS), a population cohort of 45–64-year-olds in the Kielce region, which fits an exposome/lifestyle catalogue; the identification rests on the name alone, so the curator may wish to confirm it on the catalogue page. Not in COHO. Could not read: PMID:25948663 full text (cohort profile; abstract suffices for the record).
FRECVMisiones	Empleados públicos hospitalarios		unresolved			Global Exposome Cohort Catalogue entry FRECVMisiones (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/FRECVMisiones), checked against its sources on 2026-09-25. A real cohort of public hospital employees in Posadas, Misiones, Argentina (989 invited, 404 followed every two years for ten years), run by biochemists of the Hospital Dr. Ramón Madariaga and the Universidad Nacional de Misiones. It has no name of its own in its papers: they call it 'una cohorte de empleados públicos hospitalarios de Posadas, Misiones', so the label is the catalogue's name and the curator may prefer a more specific label (e.g. with 'de Posadas, Misiones'). The acronym FRECVMisiones appears only in the catalogue (probably 'factores de riesgo de enfermedad cardiovascular Misiones'). The catalogue gives 2001–2011; the papers give 2002–2012. Neither paper is indexed in PubMed, so the example has a URL but no PMID. Not in COHO. Could not read: the ten-year follow-up paper on risk factors and the Framingham score in these employees (not located as full text). Not minted on 2026-09-25: no paper with a PMID that used the cohort (its example is a SciELO paper without one); the record above is kept for when one appears.
UK Biobank	United Kingdom Biobank	COHO:0000176	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/UK%20Biobank	https://www.ukbiobank.ac.uk/	Global Exposome Cohort Catalogue entry UK Biobank (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/UK%20Biobank), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
MORGEN	MORGEN	COHO:0002612	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MORGEN		Global Exposome Cohort Catalogue entry MORGEN (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/MORGEN), checked against its sources on 2026-09-25. The catalogue gives only 'MORGEN'. MORGEN is the Dutch RIVM Monitoring Project on Risk Factors for Chronic Diseases (1993–1997, Amsterdam, Maastricht, Doetinchem); its papers also call it the Monitoring Project on Chronic Disease Risk Factors. Not in COHO. It overlaps two COHO terms without being a sub-cohort of either: the Doetinchem Cohort Study (COHO:0000906) ran its second round (1993–97) as part of MORGEN (Doetinchem profile PMC5837330, Table 1), and the MORGEN participants who joined EPIC form MORGEN-EPIC, part of EPIC-NL within EPIC (COHO:0000065) ('The study population was derived from the MORGEN-EPIC and the Prospect-EPIC studies, conducted from 1993 up to 1997, which represent the Dutch part of the EPIC study.', PMC5818488). So parent is left empty.
GenR Next	Generation R Next	COHO:0002613	mint cohort	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GenR%20Next	https://generationr.nl/next	Global Exposome Cohort Catalogue entry GenR Next (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/GenR%20Next), checked against its sources on 2026-09-25. Generation R Next is a new cohort recruited from 2017 (preconception/pregnancy) in Rotterdam, separate from the Generation R Study (COHO:0000446), whose COHO definition covers only the 9,778 mothers delivering in 2002–2006 and their children. One paper says 'This study was embedded within the Generation R Next study, a population-based prospective cohort from preconception onward in Rotterdam, the Netherlands, and is part of the Generation R Study (https://generationr.nl/next/) (17).' (PMC13368358), but the subject of 'is part of' is ambiguous and the participants are different people, so no isSubCohortOf is proposed; if the curator treats Generation R as the umbrella programme, that quote supports a link. 'Generation R Next - Optimaal Opgroeien' is the name of its current phase on the website. Not in COHO (Lifelines-NEXT, COHO:0000288, is unrelated).
NCDS	1958 British birth cohort (National Child Development Study (NCDS))	COHO:0000207	existing	https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NCDS	https://cls.ucl.ac.uk/cls-studies/1958-national-child-development-study/	Global Exposome Cohort Catalogue entry NCDS (https://molgeniscatalogue.org/Global%20Exposome%20Cohorts/collections/NCDS), matched to the term by name on 2026-09-25; the catalogue's id, acronym and name are added to it.
